Subdivision,Year,Annual_Rainfall_mm
South Interior Karnataka,2005,1319.300
South Interior Karnataka,2006,1030.500
South Interior Karnataka,2007,1231.000
South Interior Karnataka,2008,1140.600
South Interior Karnataka,2009,1158.400
South Interior Karnataka,2010,1239.800
South Interior Karnataka,2011,1087.300
South Interior Karnataka,2012,878.000
South Interior Karnataka,2013,1110.600
South Interior Karnataka,2014,1184.100
South Interior Karnataka,2015,1112.500
South Interior Karnataka,2016,687.400
South Interior Karnataka,2017,1061.800
Sub Himalayan West Bengal & Sikkim,1901,2113.100
Sub Himalayan West Bengal & Sikkim,1902,3180.300
Sub Himalayan West Bengal & Sikkim,1903,2404.300
Sub Himalayan West Bengal & Sikkim,1904,2169.900
Sub Himalayan West Bengal & Sikkim,1905,3005.000
Sub Himalayan West Bengal & Sikkim,1906,2617.900
Sub Himalayan West Bengal & Sikkim,1907,2530.000
Sub Himalayan West Bengal & Sikkim,1908,1988.200
Sub Himalayan West Bengal & Sikkim,1909,2670.200
Sub Himalayan West Bengal & Sikkim,1910,3046.100
Sub Himalayan West Bengal & Sikkim,1911,3194.100
Sub Himalayan West Bengal & Sikkim,1912,2793.700
Sub Himalayan West Bengal & Sikkim,1913,2934.900
Sub Himalayan West Bengal & Sikkim,1914,2414.300
Sub Himalayan West Bengal & Sikkim,1915,2505.000
Sub Himalayan West Bengal & Sikkim,1916,3476.800
Sub Himalayan West Bengal & Sikkim,1917,2841.800
Sub Himalayan West Bengal & Sikkim,1918,2981.700
Sub Himalayan West Bengal & Sikkim,1919,2544.400
Sub Himalayan West Bengal & Sikkim,1920,2884.100
Sub Himalayan West Bengal & Sikkim,1921,3513.300
Sub Himalayan West Bengal & Sikkim,1922,3001.700
Sub Himalayan West Bengal & Sikkim,1923,2488.900
Sub Himalayan West Bengal & Sikkim,1924,2950.800
Sub Himalayan West Bengal & Sikkim,1925,2886.500
Sub Himalayan West Bengal & Sikkim,1926,2637.600
Sub Himalayan West Bengal & Sikkim,1927,2732.200
Sub Himalayan West Bengal & Sikkim,1928,2869.000
Sub Himalayan West Bengal & Sikkim,1929,2931.300
Sub Himalayan West Bengal & Sikkim,1930,2184.200
Sub Himalayan West Bengal & Sikkim,1931,2876.400
Sub Himalayan West Bengal & Sikkim,1932,2715.600
Sub Himalayan West Bengal & Sikkim,1933,2514.100
Sub Himalayan West Bengal & Sikkim,1934,2612.900
Sub Himalayan West Bengal & Sikkim,1935,2785.100
Sub Himalayan West Bengal & Sikkim,1936,2660.300
Sub Himalayan West Bengal & Sikkim,1937,2568.300
Sub Himalayan West Bengal & Sikkim,1938,3249.200
Sub Himalayan West Bengal & Sikkim,1939,2591.000
Sub Himalayan West Bengal & Sikkim,1940,2320.200
Sub Himalayan West Bengal & Sikkim,1941,2717.900
Sub Himalayan West Bengal & Sikkim,1942,2365.300
Sub Himalayan West Bengal & Sikkim,1943,2917.600
Sub Himalayan West Bengal & Sikkim,1944,2583.200
Sub Himalayan West Bengal & Sikkim,1945,2755.400
Sub Himalayan West Bengal & Sikkim,1946,2768.400
Sub Himalayan West Bengal & Sikkim,1947,2534.200
Sub Himalayan West Bengal & Sikkim,1948,2936.500
Sub Himalayan West Bengal & Sikkim,1949,3287.600
Sub Himalayan West Bengal & Sikkim,1950,2762.600
Sub Himalayan West Bengal & Sikkim,1951,2683.200
Sub Himalayan West Bengal & Sikkim,1952,3270.900
Sub Himalayan West Bengal & Sikkim,1953,2594.000
Sub Himalayan West Bengal & Sikkim,1954,3055.700
Sub Himalayan West Bengal & Sikkim,1955,2992.800
Sub Himalayan West Bengal & Sikkim,1956,2885.400
Sub Himalayan West Bengal & Sikkim,1957,2225.500
Sub Himalayan West Bengal & Sikkim,1958,2820.200
Sub Himalayan West Bengal & Sikkim,1959,2580.200
Sub Himalayan West Bengal & Sikkim,1960,2610.400
Sub Himalayan West Bengal & Sikkim,1961,2304.200
Sub Himalayan West Bengal & Sikkim,1962,2521.800
Sub Himalayan West Bengal & Sikkim,1963,2604.800
Sub Himalayan West Bengal & Sikkim,1964,2981.500
Sub Himalayan West Bengal & Sikkim,1965,2762.800
Sub Himalayan West Bengal & Sikkim,1966,2515.400
Sub Himalayan West Bengal & Sikkim,1967,2860.500
Sub Himalayan West Bengal & Sikkim,1968,3378.800
Sub Himalayan West Bengal & Sikkim,1969,2424.800
Sub Himalayan West Bengal & Sikkim,1970,2702.200
Sub Himalayan West Bengal & Sikkim,1971,3226.900
Sub Himalayan West Bengal & Sikkim,1972,2414.600
Sub Himalayan West Bengal & Sikkim,1973,2804.600
Sub Himalayan West Bengal & Sikkim,1974,3341.500
Sub Himalayan West Bengal & Sikkim,1975,2663.800
Sub Himalayan West Bengal & Sikkim,1976,2794.000
Sub Himalayan West Bengal & Sikkim,1977,2906.400
Sub Himalayan West Bengal & Sikkim,1978,2377.900
Sub Himalayan West Bengal & Sikkim,1979,2511.700
Sub Himalayan West Bengal & Sikkim,1980,3148.600
Sub Himalayan West Bengal & Sikkim,1981,2969.300
Sub Himalayan West Bengal & Sikkim,1982,2337.500
Sub Himalayan West Bengal & Sikkim,1983,2838.700
Sub Himalayan West Bengal & Sikkim,1984,2748.400
Sub Himalayan West Bengal & Sikkim,1985,3037.900
Sub Himalayan West Bengal & Sikkim,1986,2365.400
Sub Himalayan West Bengal & Sikkim,1987,3185.500
Sub Himalayan West Bengal & Sikkim,1988,3141.500
Sub Himalayan West Bengal & Sikkim,1989,2854.600
Sub Himalayan West Bengal & Sikkim,1990,3565.400
Sub Himalayan West Bengal & Sikkim,1991,3072.200
Sub Himalayan West Bengal & Sikkim,1992,2358.900
Sub Himalayan West Bengal & Sikkim,1993,2895.900
Sub Himalayan West Bengal & Sikkim,1994,2127.100
Sub Himalayan West Bengal & Sikkim,1995,3557.700
Sub Himalayan West Bengal & Sikkim,1996,2800.200
Sub Himalayan West Bengal & Sikkim,1997,2551.400
Sub Himalayan West Bengal & Sikkim,1998,3655.200
Sub Himalayan West Bengal & Sikkim,1999,3323.300
Sub Himalayan West Bengal & Sikkim,2000,2908.100
Sub Himalayan West Bengal & Sikkim,2001,2612.600
Sub Himalayan West Bengal & Sikkim,2002,2546.900
Sub Himalayan West Bengal & Sikkim,2003,2723.000
Sub Himalayan West Bengal & Sikkim,2004,2714.800
Sub Himalayan West Bengal & Sikkim,2005,2807.700
Sub Himalayan West Bengal & Sikkim,2006,2262.100
Sub Himalayan West Bengal & Sikkim,2007,2638.700
Sub Himalayan West Bengal & Sikkim,2008,2689.800
Sub Himalayan West Bengal & Sikkim,2009,2324.700
Sub Himalayan West Bengal & Sikkim,2010,2612.500
Sub Himalayan West Bengal & Sikkim,2011,2418.800
Sub Himalayan West Bengal & Sikkim,2012,2632.300
Sub Himalayan West Bengal & Sikkim,2013,2406.100
Sub Himalayan West Bengal & Sikkim,2014,2322.500
Sub Himalayan West Bengal & Sikkim,2015,2518.500
Sub Himalayan West Bengal & Sikkim,2016,2624.800
Sub Himalayan West Bengal & Sikkim,2017,2684.800
Tamil Nadu,1901,960.400
Tamil Nadu,1902,1138.400
Tamil Nadu,1903,1163.800
Tamil Nadu,1904,663.300
Tamil Nadu,1905,821.100
Tamil Nadu,1906,990.100
Tamil Nadu,1907,885.600
Tamil Nadu,1908,765.000
Tamil Nadu,1909,954.500
Tamil Nadu,1910,943.600
Tamil Nadu,1911,815.100
Tamil Nadu,1912,904.100
Tamil Nadu,1913,879.000
Tamil Nadu,1914,953.300
Tamil Nadu,1915,988.600
Tamil Nadu,1916,897.500
Tamil Nadu,1917,948.300
Tamil Nadu,1918,871.800
Tamil Nadu,1919,1028.600
Tamil Nadu,1920,1154.300
Tamil Nadu,1921,979.300
Tamil Nadu,1922,1080.300
Tamil Nadu,1923,834.100
Tamil Nadu,1924,895.200
Tamil Nadu,1925,1013.500
Tamil Nadu,1926,815.700
Tamil Nadu,1927,830.000
Tamil Nadu,1928,970.900
Tamil Nadu,1929,977.700
Tamil Nadu,1930,1275.400
Tamil Nadu,1931,1039.800
Tamil Nadu,1932,1109.800
Tamil Nadu,1933,1010.900
Tamil Nadu,1934,839.700
Tamil Nadu,1935,893.800
Tamil Nadu,1936,944.500
Tamil Nadu,1937,1020.000
Tamil Nadu,1938,783.000
Tamil Nadu,1939,1055.800
Tamil Nadu,1940,1178.500
Tamil Nadu,1941,1006.800
Tamil Nadu,1942,847.300
Tamil Nadu,1943,1187.400
Tamil Nadu,1944,1227.600
Tamil Nadu,1945,784.000
Tamil Nadu,1946,1294.100
Tamil Nadu,1947,939.400
Tamil Nadu,1948,906.600
Tamil Nadu,1949,840.500
Tamil Nadu,1950,747.500
Tamil Nadu,1951,855.000
Tamil Nadu,1952,716.200
Tamil Nadu,1953,968.000
Tamil Nadu,1954,1016.300
Tamil Nadu,1955,1060.600
Tamil Nadu,1956,989.800
Tamil Nadu,1957,867.000
Tamil Nadu,1958,852.500
Tamil Nadu,1959,894.300
Tamil Nadu,1960,1013.800
Tamil Nadu,1961,910.800
Tamil Nadu,1962,941.600
Tamil Nadu,1963,1072.700
Tamil Nadu,1964,910.600
Tamil Nadu,1965,921.700
Tamil Nadu,1966,1166.900
Tamil Nadu,1967,899.200
Tamil Nadu,1968,789.400
Tamil Nadu,1969,961.800
Tamil Nadu,1970,942.000
Tamil Nadu,1971,1047.600
Tamil Nadu,1972,1093.300
Tamil Nadu,1973,858.700
Tamil Nadu,1974,652.800
Tamil Nadu,1975,923.700
Tamil Nadu,1976,859.000
Tamil Nadu,1977,1246.000
Tamil Nadu,1978,998.900
Tamil Nadu,1979,1103.300
Tamil Nadu,1980,709.200
Tamil Nadu,1981,1046.000
Tamil Nadu,1982,678.800
Tamil Nadu,1983,1007.900
Tamil Nadu,1984,1023.700
Tamil Nadu,1985,1063.400
Tamil Nadu,1986,953.000
Tamil Nadu,1987,963.400
Tamil Nadu,1988,837.200
Tamil Nadu,1989,856.700
Tamil Nadu,1990,903.200
Tamil Nadu,1991,954.800
Tamil Nadu,1992,918.800
Tamil Nadu,1993,1082.300
Tamil Nadu,1994,905.900
Tamil Nadu,1995,843.400
Tamil Nadu,1996,1069.300
Tamil Nadu,1997,950.500
Tamil Nadu,1998,1079.800
Tamil Nadu,1999,922.600
Tamil Nadu,2000,972.200
Tamil Nadu,2001,483.500
Tamil Nadu,2002,318.000
Tamil Nadu,2003,348.500
Tamil Nadu,2004,1037.600
Tamil Nadu,2005,1365.400
Tamil Nadu,2006,927.800
Tamil Nadu,2007,1067.100
Tamil Nadu,2008,1203.400
Tamil Nadu,2009,928.500
Tamil Nadu,2010,1095.300
Tamil Nadu,2011,926.700
Tamil Nadu,2012,636.200
Tamil Nadu,2013,742.000
Tamil Nadu,2014,913.000
Tamil Nadu,2015,1204.600
Tamil Nadu,2016,535.200
Tamil Nadu,2017,973.000
Telangana,1901,827.700
Telangana,1902,630.400
Telangana,1903,1283.500
Telangana,1904,526.700
Telangana,1905,724.800
Telangana,1906,855.300
Telangana,1907,843.600
Telangana,1908,982.800
Telangana,1909,769.500
Telangana,1910,975.800
Telangana,1911,662.000
Telangana,1912,743.800
Telangana,1913,732.100
Telangana,1914,1083.400
Telangana,1915,1022.000
Telangana,1916,1162.700
Telangana,1917,1205.900
Telangana,1918,554.800
Telangana,1919,894.500
Telangana,1920,436.800
Telangana,1921,1003.400
Telangana,1922,767.700
Telangana,1923,786.300
Telangana,1924,944.400
Telangana,1925,1167.900
Telangana,1926,763.500
Telangana,1927,1005.600
Telangana,1928,1006.300
Telangana,1929,790.700
Telangana,1930,835.900
Telangana,1931,1183.000
Telangana,1932,949.900
Telangana,1933,1396.100
Telangana,1934,928.000
Telangana,1935,898.500
Telangana,1936,1156.900
Telangana,1937,866.000
Telangana,1938,1175.400
Telangana,1939,740.100
Telangana,1940,1082.600
Telangana,1941,594.400
Telangana,1942,907.000
Telangana,1943,899.400
Telangana,1944,960.400
Telangana,1945,1027.500
Telangana,1946,822.900
Telangana,1947,1005.500
Telangana,1948,915.000
Telangana,1949,1038.600
Telangana,1950,761.400
Telangana,1951,900.800
Telangana,1952,729.800
Telangana,1953,1272.000
Telangana,1954,928.400
Telangana,1955,1203.200
Telangana,1956,1120.600
Telangana,1957,983.200
Telangana,1958,1113.800
Telangana,1959,1224.200
Telangana,1960,839.500
Telangana,1961,1146.600
Telangana,1962,1138.700
Telangana,1963,1010.200
Telangana,1964,887.500
Telangana,1965,778.800
Telangana,1966,971.000
Telangana,1967,942.100
Telangana,1968,748.500
Telangana,1969,1047.100
Telangana,1970,970.200
Telangana,1971,729.200
Telangana,1972,670.800
Telangana,1973,1042.400
Telangana,1974,830.200
Telangana,1975,1215.700
Telangana,1976,1035.700
Telangana,1977,808.500
Telangana,1978,1311.800
Telangana,1979,791.700
Telangana,1980,922.500
Telangana,1981,1143.800
Telangana,1982,933.200
Telangana,1983,1497.400
Telangana,1984,742.600
Telangana,1985,785.800
Telangana,1986,1007.300
Telangana,1987,977.000
Telangana,1988,1544.800
Telangana,1989,1161.000
Telangana,1990,1425.500
Telangana,1991,849.000
Telangana,1992,863.500
Telangana,1993,885.600
Telangana,1994,975.900
Telangana,1995,1285.900
Telangana,1996,986.800
Telangana,1997,855.900
Telangana,1998,1093.100
Telangana,1999,863.600
Telangana,2000,1077.900
Telangana,2001,922.200
Telangana,2002,765.300
Telangana,2003,963.300
Telangana,2004,667.100
Telangana,2005,1163.000
Telangana,2006,1052.900
Telangana,2007,843.300
Telangana,2008,1035.300
Telangana,2009,666.200
Telangana,2010,1276.500
Telangana,2011,753.100
Telangana,2012,1008.600
Telangana,2013,1348.700
Telangana,2014,746.400
Telangana,2015,857.200
Telangana,2016,1043.400
Telangana,2017,815.700
Uttarakhand,1901,1562.400
Uttarakhand,1902,1324.100
Uttarakhand,1903,1306.700
Uttarakhand,1904,1492.100
Uttarakhand,1905,1302.200
Uttarakhand,1906,1538.000
Uttarakhand,1907,1194.300
Uttarakhand,1908,1256.100
Uttarakhand,1909,1717.800
Uttarakhand,1910,1963.900
Uttarakhand,1911,1542.900
Uttarakhand,1912,1394.300
Uttarakhand,1913,1137.600
Uttarakhand,1914,1940.900
Uttarakhand,1915,1601.200
Uttarakhand,1916,1678.700
Uttarakhand,1917,2103.000
Uttarakhand,1918,1215.400
Uttarakhand,1919,1583.300
Uttarakhand,1920,1328.500
Uttarakhand,1921,1848.800
Uttarakhand,1922,1860.100
Uttarakhand,1923,1582.900
Uttarakhand,1924,1927.100
Uttarakhand,1925,1535.000
Uttarakhand,1926,1381.300
Uttarakhand,1927,1649.800
Uttarakhand,1928,1241.800
Uttarakhand,1929,1212.100
Uttarakhand,1930,1271.200
Uttarakhand,1931,1334.200
Uttarakhand,1932,1369.700
Uttarakhand,1933,1595.800
Uttarakhand,1934,1339.100
Uttarakhand,1935,1137.100
Uttarakhand,1936,1912.300
Uttarakhand,1937,1533.500
Uttarakhand,1938,1529.200
Uttarakhand,1939,1142.700
Uttarakhand,1940,1223.800
Uttarakhand,1941,1061.600
Uttarakhand,1942,1711.500
Uttarakhand,1943,1366.500
Uttarakhand,1944,1198.800
Uttarakhand,1945,1647.900
Uttarakhand,1946,1526.700
Uttarakhand,1947,1360.000
Uttarakhand,1948,1535.500
Uttarakhand,1949,1412.200
Uttarakhand,1950,1584.100
Uttarakhand,1951,1174.500
Uttarakhand,1952,1477.800
Uttarakhand,1953,1565.900
Uttarakhand,1954,1862.800
Uttarakhand,1955,1667.000
Uttarakhand,1956,1942.900
Uttarakhand,1957,1780.700
Uttarakhand,1958,1499.000
Uttarakhand,1959,1742.900
Uttarakhand,1960,1540.100
Uttarakhand,1961,1948.200
Uttarakhand,1962,1647.600
Uttarakhand,1963,1801.900
Uttarakhand,1964,1769.500
Uttarakhand,1965,1305.700
Uttarakhand,1966,1465.900
Uttarakhand,1967,1556.100
Uttarakhand,1968,1478.500
Uttarakhand,1969,1635.800
Uttarakhand,1970,1293.400
Uttarakhand,1971,1803.600
Uttarakhand,1972,1077.900
Uttarakhand,1973,1239.600
Uttarakhand,1974,1161.600
Uttarakhand,1975,1580.200
Uttarakhand,1976,986.300
Uttarakhand,1977,1416.300
Uttarakhand,1978,2031.400
Uttarakhand,1979,1072.300
Uttarakhand,1980,1333.400
Uttarakhand,1981,1356.300
Uttarakhand,1982,1372.100
Uttarakhand,1983,1525.200
Uttarakhand,1984,1339.100
Uttarakhand,1985,1653.600
Uttarakhand,1986,1514.400
Uttarakhand,1987,987.200
Uttarakhand,1988,1602.400
Uttarakhand,1989,1263.600
Uttarakhand,1990,1565.000
Uttarakhand,1991,1020.700
Uttarakhand,1992,1108.100
Uttarakhand,1993,1594.000
Uttarakhand,1994,1441.800
Uttarakhand,1995,1616.100
Uttarakhand,1996,1401.400
Uttarakhand,1997,803.500
Uttarakhand,1998,1198.600
Uttarakhand,1999,1185.600
Uttarakhand,2000,1712.800
Uttarakhand,2001,1544.400
Uttarakhand,2002,1574.700
Uttarakhand,2003,1734.400
Uttarakhand,2004,1219.600
Uttarakhand,2005,1348.200
Uttarakhand,2006,1178.900
Uttarakhand,2007,1924.400
Uttarakhand,2008,1363.600
Uttarakhand,2009,847.600
Uttarakhand,2010,1424.000
Uttarakhand,2011,1564.600
Uttarakhand,2012,1223.900
Uttarakhand,2013,1735.300
Uttarakhand,2014,1287.500
Uttarakhand,2015,1247.600
Uttarakhand,2016,1308.600
Uttarakhand,2017,1475.800
Vidarbha,1901,1093.400
Vidarbha,1902,749.000
Vidarbha,1903,1229.400
Vidarbha,1904,753.100
Vidarbha,1905,941.900
Vidarbha,1906,1191.300
Vidarbha,1907,1010.700
Vidarbha,1908,1243.500
Vidarbha,1909,1061.800
Vidarbha,1910,1294.100
Vidarbha,1911,982.700
Vidarbha,1912,1014.000
Vidarbha,1913,1052.600
Vidarbha,1914,1199.000
Vidarbha,1915,1199.700
Vidarbha,1916,1362.200
Vidarbha,1917,1396.800
Vidarbha,1918,801.500
Vidarbha,1919,1212.600
Vidarbha,1920,578.300
Vidarbha,1921,1085.700
Vidarbha,1922,1109.900
Vidarbha,1923,941.300
Vidarbha,1924,994.200
Vidarbha,1925,941.200
Vidarbha,1926,1071.300
Vidarbha,1927,1167.400
Vidarbha,1928,1017.300
Vidarbha,1929,912.500
Vidarbha,1930,983.100
Vidarbha,1931,1404.100
Vidarbha,1932,1130.600
Vidarbha,1933,1502.200
Vidarbha,1934,1218.300
Vidarbha,1935,1158.000
Vidarbha,1936,1451.000
Vidarbha,1937,1319.200
Vidarbha,1938,1460.900
Vidarbha,1939,881.800
Vidarbha,1940,1357.500
Vidarbha,1941,829.000
Vidarbha,1942,1341.600
Vidarbha,1943,1018.200
Vidarbha,1944,1367.700
Vidarbha,1945,1199.600
Vidarbha,1946,1173.000
Vidarbha,1947,1168.200
Vidarbha,1948,1182.700
Vidarbha,1949,1398.300
Vidarbha,1950,793.700
Vidarbha,1951,1082.200
Vidarbha,1952,807.800
Vidarbha,1953,1137.800
Vidarbha,1954,1100.400
Vidarbha,1955,1368.700
Vidarbha,1956,1124.600
Vidarbha,1957,1071.000
Vidarbha,1958,1172.100
Vidarbha,1959,1606.300
Vidarbha,1960,1065.100
Vidarbha,1961,1440.700
Vidarbha,1962,1152.600
Vidarbha,1963,1147.700
Vidarbha,1964,1010.800
Vidarbha,1965,743.600
Vidarbha,1966,1002.800
Vidarbha,1967,1128.200
Vidarbha,1968,922.900
Vidarbha,1969,992.900
Vidarbha,1970,1240.500
Vidarbha,1971,882.300
Vidarbha,1972,740.900
Vidarbha,1973,1162.500
Vidarbha,1974,840.800
Vidarbha,1975,1324.000
Vidarbha,1976,974.800
Vidarbha,1977,1068.000
Vidarbha,1978,1249.400
Vidarbha,1979,1087.300
Vidarbha,1980,1042.500
Vidarbha,1981,1218.600
Vidarbha,1982,856.100
Vidarbha,1983,1240.500
Vidarbha,1984,810.600
Vidarbha,1985,876.900
Vidarbha,1986,1157.100
Vidarbha,1987,822.600
Vidarbha,1988,1308.600
Vidarbha,1989,997.800
Vidarbha,1990,1504.800
Vidarbha,1991,838.700
Vidarbha,1992,1148.800
Vidarbha,1993,1023.100
Vidarbha,1994,1427.100
Vidarbha,1995,1077.500
Vidarbha,1996,854.900
Vidarbha,1997,1039.300
Vidarbha,1998,1061.800
Vidarbha,1999,1165.000
Vidarbha,2000,1105.200
Vidarbha,2001,1122.100
Vidarbha,2002,926.100
Vidarbha,2003,1018.500
Vidarbha,2004,731.900
Vidarbha,2005,1214.600
Vidarbha,2006,1215.500
Vidarbha,2007,1167.000
Vidarbha,2008,866.600
Vidarbha,2009,770.800
Vidarbha,2010,1338.100
Vidarbha,2011,893.100
Vidarbha,2012,1107.800
Vidarbha,2013,1520.200
Vidarbha,2014,919.000
Vidarbha,2015,993.600
Vidarbha,2016,1163.800
Vidarbha,2017,803.000
West Madhya Pradesh,1901,718.200
West Madhya Pradesh,1902,911.800
West Madhya Pradesh,1903,949.500
West Madhya Pradesh,1904,774.300
West Madhya Pradesh,1905,696.600
West Madhya Pradesh,1906,1010.200
West Madhya Pradesh,1907,650.500
West Madhya Pradesh,1908,832.600
West Madhya Pradesh,1909,830.300
West Madhya Pradesh,1910,959.400
West Madhya Pradesh,1911,676.300
West Madhya Pradesh,1912,807.200
West Madhya Pradesh,1913,790.500
West Madhya Pradesh,1914,836.400
West Madhya Pradesh,1915,772.700
West Madhya Pradesh,1916,1219.100
West Madhya Pradesh,1917,1309.300
West Madhya Pradesh,1918,509.500
West Madhya Pradesh,1919,1232.900
West Madhya Pradesh,1920,714.800
West Madhya Pradesh,1921,808.500
West Madhya Pradesh,1922,918.100
West Madhya Pradesh,1923,1071.100
West Madhya Pradesh,1924,1031.100
West Madhya Pradesh,1925,693.400
West Madhya Pradesh,1926,913.800
West Madhya Pradesh,1927,872.800
West Madhya Pradesh,1928,895.700
West Madhya Pradesh,1929,728.600
West Madhya Pradesh,1930,888.200
West Madhya Pradesh,1931,1131.700
West Madhya Pradesh,1932,988.300
West Madhya Pradesh,1933,1211.600
West Madhya Pradesh,1934,1164.900
West Madhya Pradesh,1935,871.200
West Madhya Pradesh,1936,901.100
West Madhya Pradesh,1937,1053.500
West Madhya Pradesh,1938,1001.000
West Madhya Pradesh,1939,802.600
West Madhya Pradesh,1940,1064.900
West Madhya Pradesh,1941,739.400
West Madhya Pradesh,1942,1201.700
West Madhya Pradesh,1943,962.800
West Madhya Pradesh,1944,1347.700
West Madhya Pradesh,1945,1047.300
West Madhya Pradesh,1946,1250.700
West Madhya Pradesh,1947,1064.700
West Madhya Pradesh,1948,1247.700
West Madhya Pradesh,1949,966.100
West Madhya Pradesh,1950,904.400
West Madhya Pradesh,1951,649.700
West Madhya Pradesh,1952,829.300
West Madhya Pradesh,1953,793.700
West Madhya Pradesh,1954,1100.500
West Madhya Pradesh,1955,1149.200
West Madhya Pradesh,1956,1065.800
West Madhya Pradesh,1957,833.000
West Madhya Pradesh,1958,1099.700
West Madhya Pradesh,1959,1181.500
West Madhya Pradesh,1960,882.500
West Madhya Pradesh,1961,1433.500
West Madhya Pradesh,1962,905.900
West Madhya Pradesh,1963,905.300
West Madhya Pradesh,1964,879.900
West Madhya Pradesh,1965,594.600
West Madhya Pradesh,1966,680.000
West Madhya Pradesh,1967,945.600
West Madhya Pradesh,1968,861.300
West Madhya Pradesh,1969,1116.800
West Madhya Pradesh,1970,1113.100
West Madhya Pradesh,1971,1135.600
West Madhya Pradesh,1972,770.200
West Madhya Pradesh,1973,1406.900
West Madhya Pradesh,1974,876.600
West Madhya Pradesh,1975,1064.700
West Madhya Pradesh,1976,1027.600
West Madhya Pradesh,1977,1002.800
West Madhya Pradesh,1978,1003.200
West Madhya Pradesh,1979,781.800
West Madhya Pradesh,1980,874.000
West Madhya Pradesh,1981,890.200
West Madhya Pradesh,1982,934.100
West Madhya Pradesh,1983,1071.800
West Madhya Pradesh,1984,859.500
West Madhya Pradesh,1985,874.700
West Madhya Pradesh,1986,937.100
West Madhya Pradesh,1987,784.000
West Madhya Pradesh,1988,951.100
West Madhya Pradesh,1989,758.400
West Madhya Pradesh,1990,1144.000
West Madhya Pradesh,1991,745.400
West Madhya Pradesh,1992,754.300
West Madhya Pradesh,1993,1031.800
West Madhya Pradesh,1994,1179.600
West Madhya Pradesh,1995,864.600
West Madhya Pradesh,1996,1085.500
West Madhya Pradesh,1997,1058.400
West Madhya Pradesh,1998,926.900
West Madhya Pradesh,1999,1052.700
West Madhya Pradesh,2000,635.104
West Madhya Pradesh,2001,787.000
West Madhya Pradesh,2002,684.300
West Madhya Pradesh,2003,946.300
West Madhya Pradesh,2004,848.000
West Madhya Pradesh,2005,752.300
West Madhya Pradesh,2006,1169.200
West Madhya Pradesh,2007,806.500
West Madhya Pradesh,2008,791.100
West Madhya Pradesh,2009,876.900
West Madhya Pradesh,2010,776.200
West Madhya Pradesh,2011,1063.900
West Madhya Pradesh,2012,1035.200
West Madhya Pradesh,2013,1396.200
West Madhya Pradesh,2014,864.800
West Madhya Pradesh,2015,1042.200
West Madhya Pradesh,2016,1098.000
West Madhya Pradesh,2017,768.900
West Rajasthan,1901,158.800
West Rajasthan,1902,195.500
West Rajasthan,1903,307.200
West Rajasthan,1904,167.900
West Rajasthan,1905,114.400
West Rajasthan,1906,269.600
West Rajasthan,1907,353.300
West Rajasthan,1908,582.000
West Rajasthan,1909,426.200
West Rajasthan,1910,293.400
West Rajasthan,1911,138.900
West Rajasthan,1912,279.800
West Rajasthan,1913,248.100
West Rajasthan,1914,302.300
West Rajasthan,1915,147.300
West Rajasthan,1916,421.700
West Rajasthan,1917,768.800
West Rajasthan,1918,62.200
West Rajasthan,1919,305.000
West Rajasthan,1920,248.600
West Rajasthan,1921,218.000
West Rajasthan,1922,244.900
West Rajasthan,1923,273.400
West Rajasthan,1924,297.000
West Rajasthan,1925,169.600
West Rajasthan,1926,440.200
West Rajasthan,1927,332.500
West Rajasthan,1928,272.100
West Rajasthan,1929,303.300
West Rajasthan,1930,230.000
West Rajasthan,1931,395.300
West Rajasthan,1932,265.100
West Rajasthan,1933,376.200
West Rajasthan,1934,322.400
West Rajasthan,1935,256.700
West Rajasthan,1936,265.400
West Rajasthan,1937,292.400
West Rajasthan,1938,183.500
West Rajasthan,1939,137.400
West Rajasthan,1940,292.400
West Rajasthan,1941,224.600
West Rajasthan,1942,338.900
West Rajasthan,1943,295.500
West Rajasthan,1944,525.000
West Rajasthan,1945,363.900
West Rajasthan,1946,223.000
West Rajasthan,1947,253.200
West Rajasthan,1948,233.500
West Rajasthan,1949,224.700
West Rajasthan,1950,278.300
West Rajasthan,1951,179.900
West Rajasthan,1952,267.200
West Rajasthan,1953,304.300
West Rajasthan,1954,250.500
West Rajasthan,1955,391.300
West Rajasthan,1956,374.100
West Rajasthan,1957,267.300
West Rajasthan,1958,264.100
West Rajasthan,1959,335.400
West Rajasthan,1960,217.800
West Rajasthan,1961,400.300
West Rajasthan,1962,262.400
West Rajasthan,1963,174.500
West Rajasthan,1964,337.400
West Rajasthan,1965,215.200
West Rajasthan,1966,252.900
West Rajasthan,1967,340.300
West Rajasthan,1968,142.000
West Rajasthan,1969,118.900
West Rajasthan,1970,355.700
West Rajasthan,1971,251.700
West Rajasthan,1972,185.900
West Rajasthan,1973,454.800
West Rajasthan,1974,164.300
West Rajasthan,1975,553.900
West Rajasthan,1976,425.100
West Rajasthan,1977,389.200
West Rajasthan,1978,379.600
West Rajasthan,1979,308.400
West Rajasthan,1980,238.300
West Rajasthan,1981,248.500
West Rajasthan,1982,311.800
West Rajasthan,1983,469.300
West Rajasthan,1984,203.300
West Rajasthan,1985,197.300
West Rajasthan,1986,204.200
West Rajasthan,1987,143.000
West Rajasthan,1988,280.400
West Rajasthan,1989,248.200
West Rajasthan,1990,445.000
West Rajasthan,1991,179.100
